"Date","sulfate","nitrate","ID"
"2001-12-15",4.38,8.48,329
"2001-12-27",1.01,1.49,329
"2002-01-05",1.41,10.9,329
"2002-01-17",1.49,4.8,329
"2002-01-20",1.52,6.47,329
"2002-01-23",1.87,2.57,329
"2002-01-29",0.817,0.238,329
"2002-02-01",0.744,1.21,329
"2002-02-07",1.16,2.62,329
"2002-02-10",1.59,0.327,329
"2002-02-13",0.602,1.66,329
"2002-02-16",1.05,0.853,329
"2002-02-19",1.13,2.82,329
"2002-02-22",0.475,0.645,329
"2002-02-25",1.1,0.143,329
"2002-02-28",1.02,2.59,329
"2002-03-03",1.14,0.169,329
"2002-03-12",2.23,5.2,329
"2002-03-15",1.41,0.237,329
"2002-03-18",2.01,0.705,329
"2002-03-24",1.24,0.203,329
"2002-03-27",1.4,2.86,329
"2002-04-02",2.18,1.6,329
"2002-04-05",2.55,2.11,329
"2002-04-08",2.38,3.38,329
"2002-04-11",2.14,2.04,329
"2002-04-14",3.05,3.61,329
"2002-04-20",1.12,0.159,329
"2002-04-23",2.19,3.97,329
"2002-04-29",2.47,1.77,329
"2002-05-05",1.18,0.555,329
"2002-05-08",2.28,2.19,329
"2002-05-11",2.16,1.64,329
"2002-05-20",0.576,0.136,329
"2002-05-23",3.21,0.881,329
"2002-05-26",0.975,1.71,329
"2002-05-29",5.82,1.68,329
"2002-06-01",0.981,0.279,329
"2002-06-04",1.42,0.646,329
"2002-06-07",3.03,0.605,329
"2002-06-10",7.88,2.01,329
"2002-06-13",0.827,0.125,329
"2002-06-16",0.501,0.12,329
"2002-06-19",5,1.18,329
"2002-07-01",3.27,0.506,329
"2002-07-07",4.86,0.995,329
"2002-07-10",0.646,0.279,329
"2002-07-13",1.3,0.149,329
"2002-07-16",6.21,0.414,329
"2002-07-19",2.68,0.762,329
"2002-07-22",0.546,0.14,329
"2002-07-25",2.33,0.939,329
"2002-07-28",1.82,0.659,329
"2002-08-03",2.14,0.575,329
"2002-08-06",0.3,0.163,329
"2002-08-09",4.75,0.75,329
"2002-08-12",1.56,0.303,329
"2002-08-15",1.62,0.303,329
"2002-08-21",3.3,1.11,329
"2002-08-24",1.26,0.151,329
"2002-08-30",4.71,1.19,329
"2002-09-05",1.84,0.741,329
"2002-09-08",11.4,0.587,329
"2002-09-14",2.96,0.65,329
"2002-09-20",1.41,0.767,329
"2002-09-29",6.13,3.75,329
"2002-10-05",1.18,0.448,329
"2002-10-08",1.42,1.27,329
"2002-10-11",3.95,4.33,329
"2002-10-14",0.918,0.539,329
"2002-10-17",1.02,1.62,329
"2002-10-20",1.44,1.11,329
"2002-10-26",2.14,4.18,329
"2002-10-29",1.17,1.28,329
"2002-11-19",0.871,3.43,329
"2002-11-22",1.77,0.391,329
"2002-11-25",0.807,0.477,329
"2002-11-28",2.44,6.27,329
"2002-12-13",3.09,5.3,329
"2002-12-16",0.974,0.42,329
"2002-12-19",3.29,3.43,329
"2002-12-28",2.06,6.43,329
"2002-12-31",0.972,0.495,329
"2003-01-06",0.959,1.12,329
"2003-01-09",0.418,0.309,329
"2003-01-12",0.641,2.29,329
"2003-01-21",0.713,0.679,329
"2003-01-25",1.82,5.4,329
"2003-01-27",0.948,2.44,329
"2003-02-02",3.79,5.8,329
"2003-02-08",1.12,1.58,329
"2003-02-14",0.691,0.697,329
"2003-02-20",0.981,5.18,329
"2003-02-26",2.09,5.98,329
"2003-03-04",1.55,1.26,329
"2003-03-16",5.54,9.18,329
"2003-03-22",2.61,0.799,329
"2003-03-28",0.815,0.525,329
"2003-04-03",1.25,0.198,329
"2003-04-09",1.58,2.02,329
"2003-04-15",2.55,0.743,329
"2003-05-05",1.48,0.739,329
"2003-05-09",1.68,0.958,329
"2003-05-15",1.48,0.206,329
"2003-05-21",1.02,0.318,329
"2003-05-27",1.13,0.378,329
"2003-06-02",1.6,0.303,329
"2003-06-08",2.48,0.975,329
"2003-06-26",1.13,0.296,329
"2003-07-02",4.82,0.635,329
"2003-07-14",3.26,0.284,329
"2003-07-26",3.84,0.47,329
"2003-08-01",0.974,0.194,329
"2003-08-07",0.964,0.19,329
"2003-08-13",1.91,0.335,329
"2003-08-19",7.98,0.395,329
"2003-08-31",1.65,0.178,329
"2003-09-12",10,1.08,329
"2003-09-18",6.3,0.361,329
"2003-09-24",0.872,0.163,329
"2003-09-30",0.545,0.136,329
"2003-10-06",1.51,1.8,329
"2003-10-18",0.909,0.624,329
"2003-10-24",1.15,2.7,329
"2003-10-30",1.95,3.24,329
"2003-11-05",1.45,1.38,329
"2003-11-11",2.23,3.69,329
"2003-11-23",0.317,0.077,329
"2003-11-29",1.32,1.85,329
"2003-12-05",1.37,2.91,329
"2003-12-11",1.01,0.695,329
"2003-12-17",2.37,0.205,329
"2003-12-29",4.27,2.52,329
"2004-01-10",1.75,7.17,329
"2004-01-22",0.668,0.426,329
"2004-01-28",1.34,0.9,329
"2004-02-03",2.06,1.13,329
"2004-02-09",3.04,4.35,329
"2004-02-21",2.46,0.672,329
"2004-02-27",5.1,10.7,329
"2004-03-04",2.92,4.5,329
"2004-03-10",1.99,3.43,329
"2004-03-16",1.12,0.902,329
"2004-03-22",1.07,1.67,329
"2004-03-28",2.37,2.48,329
"2004-04-03",0.776,0.142,329
"2004-04-15",2.34,2.96,329
"2004-04-21",0.894,0.235,329
"2004-04-27",1.28,0.559,329
"2004-05-03",1.16,0.607,329
"2004-05-15",1.03,0.205,329
"2004-05-21",1.48,0.208,329
"2004-06-02",0.565,0.175,329
"2004-06-08",3,0.42,329
"2004-06-14",0.846,0.185,329
"2004-06-20",1.49,0.364,329
"2004-06-26",0.789,0.0813,329
"2004-07-02",1.62,0.337,329
"2004-07-20",2.97,0.694,329
"2004-07-26",1.71,0.261,329
"2004-08-01",1.62,0.342,329
"2004-08-07",1.11,0.263,329
"2004-08-25",2.96,1.28,329
"2004-09-06",3.23,0.222,329
"2004-09-12",2.96,0.252,329
"2004-09-18",1.97,0.578,329
"2004-10-12",1.07,0.827,329
"2004-10-18",0.863,0.357,329
"2004-10-24",0.461,0.236,329
"2004-10-30",0.908,0.582,329
"2004-11-05",0.784,1.19,329
"2004-11-11",0.449,0.191,329
"2004-11-17",4.87,5.8,329
"2004-11-23",1.33,2.17,329
"2004-11-29",1.67,5.27,329
"2004-12-05",0.752,0.218,329
"2004-12-11",1.35,0.867,329
"2004-12-17",1.92,1.13,329
"2004-12-23",0.865,0.491,329
"2004-12-29",3.48,5.64,329
"2005-01-04",1.07,0.439,329
"2005-01-10",1.82,3.49,329
"2005-01-16",1.11,2.75,329
"2005-01-22",0.923,0.469,329
"2005-01-28",1.56,7.27,329
"2005-02-03",3.41,13.4,329
"2005-02-09",1.27,0.339,329
"2005-02-15",2.34,0.427,329
"2005-02-21",2.25,2.01,329
"2005-02-27",2.28,4.21,329
"2005-03-05",4.34,7.25,329
"2005-03-11",1.22,0.542,329
"2005-03-17",2.67,0.392,329
"2005-03-29",2.56,7.25,329
"2005-04-04",2.05,3.7,329
"2005-04-10",6.07,3.46,329
"2005-04-16",2.81,4.2,329
"2005-04-22",0.907,0.892,329
"2005-04-28",1.87,1.41,329
"2005-05-10",1.17,1.4,329
"2005-05-16",1.41,0.511,329
"2005-05-22",2.13,1.27,329
"2005-05-28",0.737,0.432,329
"2005-06-03",10,1.8,329
"2005-06-15",0.881,0.0776,329
"2005-06-21",0.757,0.206,329
"2005-06-27",11.1,1.3,329
"2005-07-03",2.84,0.733,329
"2005-07-15",3,0.309,329
"2005-07-21",1.17,0.211,329
"2005-08-02",12.6,0.698,329
"2005-08-08",3.35,0.21,329
"2005-08-14",0.413,0.0518,329
"2005-08-20",1.25,0.193,329
"2005-08-26",5.5,1.64,329
"2005-09-07",1.47,0.253,329
"2005-09-13",1.68,0.234,329
"2005-09-19",2.97,0.708,329
"2005-10-01",2.05,0.428,329
"2005-10-07",0.19,0.143,329
"2005-10-13",3.26,2.27,329
"2005-10-25",0.366,0.0485,329
"2005-10-31",2.15,2.22,329
"2005-11-12",3,3.58,329
"2005-11-18",1.23,4.97,329
"2005-11-24",0.286,0.0715,329
"2005-11-30",1.2,0.18,329
"2005-12-06",1.44,5.19,329
"2005-12-12",2.22,3.13,329
"2005-12-18",1.11,3.9,329
"2005-12-24",1.65,4.42,329
"2005-12-30",1.84,1.89,329
"2006-01-05",0.776,0.0451,329
"2006-01-11",2.81,9.82,329
"2006-01-17",1.93,1.35,329
"2006-01-23",2.57,4.51,329
"2006-01-29",0.674,0.129,329
"2006-02-10",2.69,3.14,329
"2006-02-16",0.813,0.155,329
"2006-03-24",0.291,0.101,329
"2006-04-11",3.34,1.1,329
"2006-04-17",1.34,0.184,329
"2006-04-24",1.51,0.151,329
"2006-05-11",0.223,0.0507,329
"2006-05-23",1.74,0.31,329
"2006-05-29",2.84,0.53,329
"2006-06-04",1,0.213,329
"2006-06-10",0.454,0.0641,329
"2006-06-16",8.54,0.721,329
"2006-06-28",0.848,0.18,329
"2006-07-10",0.394,0.0684,329
"2006-08-03",0.595,0.0803,329
"2006-08-09",1.79,0.316,329
"2006-08-15",0.483,0.0549,329
"2006-08-21",0.93,0.173,329
"2006-09-02",0.864,0.214,329
"2006-09-08",1.12,0.232,329
"2006-09-14",0.885,0.173,329
"2006-09-20",0.507,0.214,329
"2006-09-26",0.487,0.126,329
"2006-10-02",1.45,0.382,329
"2006-10-08",1.35,0.221,329
"2006-10-14",0.424,0.122,329
"2006-10-20",2.86,3.78,329
"2006-10-26",0.711,2.28,329
"2006-11-01",1.62,2.13,329
"2006-11-08",1.85,3.21,329
"2006-11-13",1.72,4.31,329
"2006-11-19",1.89,0.435,329
"2006-11-25",2.21,4.84,329
"2006-12-01",0.69,0.408,329
"2006-12-07",0.881,0.555,329
"2006-12-13",2.3,3.46,329
"2006-12-19",0.512,2.25,329
"2006-12-25",0.885,2.63,329
"2006-12-31",1.85,2.02,329
"2007-01-06",1.71,3.21,329
"2007-01-12",1.2,0.975,329
"2007-01-18",2.58,7.45,329
"2007-01-24",0.939,0.526,329
"2007-01-30",0.901,1.29,329
"2007-02-11",1.08,5.33,329
"2007-02-17",1.77,1.72,329
"2007-02-23",1.1,0.594,329
"2007-03-01",1.38,0.173,329
"2007-03-07",1.27,0.812,329
"2007-03-13",1.79,7.33,329
"2007-03-19",2,2.64,329
"2007-03-25",2.46,2.34,329
"2007-03-31",1.61,3.23,329
"2007-04-06",0.801,0.181,329
"2007-04-12",0.991,0.139,329
"2007-04-30",0.986,0.174,329
"2007-05-06",1.04,0.254,329
"2007-05-18",1.44,0.433,329
"2007-06-11",3.8,0.435,329
"2007-06-17",6.16,0.574,329
"2007-06-29",0.279,0.11,329
"2007-07-05",0.516,0.136,329
"2007-07-11",0.408,0.0483,329
"2007-07-17",4.35,1.29,329
"2007-07-23",3.02,0.54,329
"2007-08-04",0.748,0.219,329
"2007-08-10",1.73,0.253,329
"2007-08-16",0.92,0.307,329
"2007-08-22",2.5,1.06,329
"2007-08-28",2.57,0.366,329
"2007-09-09",0.269,0.0589,329
"2007-09-27",1.57,1.05,329
"2007-10-03",0.781,0.288,329
"2007-10-09",0.383,0.155,329
"2007-10-15",1.43,0.416,329
"2007-10-21",0.876,0.285,329
"2007-10-27",0.495,0.17,329
"2007-11-02",0.671,0.859,329
"2007-11-08",2.06,5.56,329
"2007-11-14",0.736,0.16,329
"2007-11-20",1.77,2.63,329
"2007-11-26",1.65,1.49,329
"2007-12-02",0.977,1.78,329
"2007-12-08",1.31,3.29,329
"2007-12-14",1.04,0.579,329
"2007-12-20",4.31,15.9,329
"2008-01-01",2.01,1.68,329
"2008-01-07",1.06,1.6,329
"2008-01-13",1.76,0.895,329
"2008-01-19",0.713,0.944,329
"2008-01-25",1.93,7.3,329
"2008-01-31",1.3,1.91,329
"2008-02-12",1.39,1.51,329
"2008-02-18",1.38,0.344,329
"2008-02-24",5.74,21,329
"2008-03-01",2.1,1.2,329
"2008-03-07",0.832,0.474,329
"2008-03-13",2.05,5.65,329
"2008-03-25",2.63,2.27,329
"2008-03-31",2.05,3.39,329
"2008-04-06",5.24,4.85,329
"2008-04-18",1.1,0.268,329
"2008-04-24",3.79,3.01,329
"2008-04-30",3.17,4.23,329
"2008-05-06",1.83,0.665,329
"2008-05-12",0.746,0.593,329
"2008-05-24",0.756,0.139,329
"2008-05-30",2.8,3.59,329
"2008-06-11",1.1,0.52,329
"2008-06-17",0.738,0.0881,329
"2008-06-23",0.331,0.0582,329
"2008-07-05",2.28,0.359,329
"2008-07-11",1.42,0.331,329
"2008-07-29",1.89,0.378,329
"2008-08-04",3.01,0.347,329
"2008-08-16",1.91,0.306,329
"2008-08-22",5.17,1.03,329
"2008-08-28",3.67,0.424,329
"2008-09-15",0.479,0.144,329
"2008-09-21",3.11,0.367,329
"2008-09-27",6.12,0.647,329
"2008-10-03",0.549,0.0904,329
"2008-10-15",1.16,0.561,329
"2008-10-21",0.952,0.221,329
"2008-10-27",0.336,0.0534,329
"2008-11-02",2.16,3.44,329
"2008-11-14",0.84,0.317,329
"2008-11-26",1.37,2.33,329
"2008-12-02",1.02,2.93,329
"2008-12-08",1.48,5.69,329
"2008-12-14",1.94,2.58,329
"2008-12-20",1.62,1.08,329
"2008-12-26",2.6,2.81,329
"2009-01-01",1.27,2.43,329
"2009-01-07",1.59,7.03,329
"2009-01-13",1.34,1.02,329
"2009-01-19",2.11,0.797,329
"2009-01-25",1.66,2.58,329
"2009-01-31",2.33,6.06,329
"2009-02-06",2.13,12.8,329
"2009-02-12",3.64,1.21,329
"2009-02-18",1.53,2.29,329
"2009-02-24",2.04,5.72,329
"2009-03-02",0.876,0.968,329
"2009-03-14",1.58,6.2,329
"2009-03-20",1.46,2.35,329
"2009-03-26",2.85,1.65,329
"2009-04-01",1.24,1.05,329
"2009-04-07",1.02,0.0469,329
"2009-04-13",1.58,1.22,329
"2009-04-19",0.661,0.273,329
"2009-04-25",0.899,0.189,329
"2009-05-07",0.839,0.83,329
"2009-05-13",3.12,1.43,329
"2009-05-19",1.82,0.367,329
"2009-05-31",0.771,0.0941,329
"2009-06-12",0.528,0.17,329
"2009-06-18",4.51,1.97,329
"2009-06-24",1.18,0.234,329
"2009-07-18",0.222,0.142,329
"2009-07-24",1.7,0.292,329
"2009-07-30",0.582,0.13,329
"2009-08-05",0.534,0.0654,329
"2009-08-11",0.465,0.0923,329
"2009-08-17",1.06,0.256,329
"2009-08-23",0.505,0.114,329
"2009-09-04",3.73,0.337,329
"2009-09-10",7.16,1.28,329
"2009-09-16",1.14,0.212,329
"2009-09-24",0.509,0.0934,329
"2009-10-10",0.826,0.308,329
"2009-10-16",0.7,0.0866,329
"2009-10-20",0.865,0.319,329
"2009-10-28",2.7,5.3,329
"2009-11-03",0.668,0.375,329
"2009-11-09",0.319,0.18,329
"2009-11-15",0.655,1.01,329
"2009-11-27",1.02,0.458,329
"2009-12-03",0.458,0.152,329
"2009-12-09",0.587,0.336,329
"2009-12-15",0.862,2.23,329
"2009-12-21",3.13,4.77,329
"2009-12-27",1.61,0.886,329
"2010-01-02",0.809,0.422,329
"2010-01-08",0.723,0.236,329
"2010-01-14",1.87,8.92,329
"2010-01-20",1.26,0.828,329
"2010-01-26",0.931,0.857,329
"2010-02-01",0.892,1.33,329
"2010-02-07",0.851,1.09,329
"2010-02-13",0.387,0.935,329
"2010-02-19",0.435,0.742,329
"2010-02-25",0.929,0.102,329
"2010-03-03",0.78,0.249,329
"2010-03-09",7.27,9.7,329
"2010-03-15",2.01,0.105,329
"2010-03-21",0.814,1.13,329
"2010-03-27",1.08,2.45,329
"2010-04-08",0.322,0.0952,329
"2010-04-14",2.45,2.52,329
"2010-04-20",1.21,0.51,329
"2010-05-02",0.714,0.181,329
